vid,0
Animation_1080P-05f8,3.9010000000000002
Animation_1080P-0c4f,3.94
Animation_1080P-18f5,4.158
Animation_1080P-209f,4.189
Animation_1080P-21dd,3.7910000000000004
Animation_1080P-2fbe,3.346
Animation_1080P-2fff,4.369
Animation_1080P-3d67,2.778
Animation_1080P-3dbf,4.444
Animation_1080P-3e01,4.045
Animation_1080P-4214,3.51
Animation_1080P-4be3,3.565
Animation_1080P-4ea8,4.121
Animation_1080P-5083,3.252
Animation_1080P-58d3,4.243
Animation_1080P-5dd8,3.958
Animation_1080P-646f,3.3760000000000003
Animation_1080P-6a33,2.052
Animation_1080P-6ec0,4.124
CoverSong_1080P-0188,2.383
CoverSong_1080P-033d,4.433
CoverSong_1080P-0a86,4.228
CoverSong_1080P-0cdc,2.741
CoverSong_1080P-0f33,3.221
CoverSong_1080P-0f3a,4.3580000000000005
CoverSong_1080P-1963,3.8819999999999997
CoverSong_1080P-1b08,3.812
CoverSong_1080P-1b0c,3.763
CoverSong_1080P-2207,3.675
CoverSong_1080P-237f,3.8930000000000002
CoverSong_1080P-3409,4.331
CoverSong_1080P-3499,4.1930000000000005
CoverSong_1080P-3aac,3.3810000000000002
CoverSong_1080P-3df8,3.827
CoverSong_1080P-4bad,4.298
CoverSong_1080P-5430,3.969
CoverSong_1080P-5456,3.736
CoverSong_1080P-5cae,3.2089999999999996
CoverSong_1080P-5e69,3.29
CoverSong_1080P-5f92,4.043
CoverSong_1080P-6f26,4.288
Gaming_1080P-0ce6,3.968
Gaming_1080P-0ef8,3.781
Gaming_1080P-12d4,4.494
Gaming_1080P-13e3,4.434
Gaming_1080P-1704,4.295
Gaming_1080P-173a,3.013
Gaming_1080P-190d,3.898
Gaming_1080P-2221,4.239
Gaming_1080P-223e,4.283
Gaming_1080P-26dc,3.5410000000000004
Gaming_1080P-277c,3.884
Gaming_1080P-2927,4.441
Gaming_1080P-29b1,3.8289999999999997
Gaming_1080P-2e97,4.391
Gaming_1080P-35fa,3.035
Gaming_1080P-3a9d,3.872
Gaming_1080P-3bf7,3.245
Gaming_1080P-3d58,3.782
Gaming_1080P-44c4,3.839
Gaming_1080P-45af,4.373
Gaming_1080P-45fc,3.695
Gaming_1080P-4865,4.355
Gaming_1080P-51fc,4.377
Gaming_1080P-564e,4.322
Gaming_1080P-57ca,4.409
Gaming_1080P-58ba,3.952
Gaming_1080P-5ae7,3.3280000000000003
Gaming_1080P-6530,3.92
Gaming_1080P-6578,4.399
Gaming_1080P-66d2,4.1419999999999995
Gaming_1080P-698a,3.7430000000000003
Gaming_1080P-6d53,3.821
Gaming_1080P-6db2,3.475
Gaming_1080P-6dc6,4.602
Gaming_1080P-6e45,2.517
Gaming_1080P-71a5,4.482
Gaming_1080P-72c8,4.3660000000000005
Gaming_1080P-777b,4.05
Gaming_1080P-7a1e,4.024
HDR_1080P-0d31,4.373
HDR_1080P-13eb,3.761
HDR_1080P-1be2,3.7560000000000002
HDR_1080P-1e5b,1.242
HDR_1080P-206d,3.7910000000000004
HDR_1080P-2d32,4.503
HDR_1080P-3181,3.7769999999999997
HDR_1080P-33e3,4.45
HDR_1080P-3521,3.895
HDR_1080P-35f4,4.16
HDR_1080P-3749,4.08
HDR_1080P-3a4a,3.824
HDR_1080P-46a4,3.582
HDR_1080P-49d6,4.5889999999999995
HDR_1080P-4f4a,3.51
HDR_1080P-548b,4.626
HDR_1080P-549e,4.064
HDR_1080P-55c4,4.106
HDR_1080P-601b,4.3180000000000005
HDR_1080P-687e,2.6289999999999996
HDR_1080P-68c8,3.804
HDR_1080P-69de,4.181
HDR_1080P-6eb7,4.046
HDR_1080P-7825,4.513999999999999
HowTo_1080P-0267,4.234
HowTo_1080P-03fd,3.517
HowTo_1080P-13aa,4.336
HowTo_1080P-1f3b,4.185
HowTo_1080P-36a9,4.427
HowTo_1080P-4d7b,4.199
HowTo_1080P-52bb,4.272
HowTo_1080P-55d1,4.102
HowTo_1080P-63e4,3.948
HowTo_1080P-63ec,4.229
HowTo_1080P-64f7,4.454
HowTo_1080P-6cbf,1.915
HowTo_1080P-7399,4.194
HowTo_1080P-763c,3.957
HowTo_1080P-7cf2,3.717
HowTo_1080P-7f18,3.718
Lecture_1080P-011f,3.59
Lecture_1080P-0201,3.826
Lecture_1080P-0c8a,4.55
Lecture_1080P-1709,4.172
Lecture_1080P-1969,3.6489999999999996
LiveMusic_1080P-14af,4.45
LiveMusic_1080P-157b,4.36
LiveMusic_1080P-1ace,4.162
LiveMusic_1080P-21dd,3.819
LiveMusic_1080P-28fe,3.693
LiveMusic_1080P-2930,3.7760000000000002
LiveMusic_1080P-2f7f,3.326
LiveMusic_1080P-3549,3.906
LiveMusic_1080P-3f95,4.05
LiveMusic_1080P-51f6,3.819
LiveMusic_1080P-541f,4.1739999999999995
LiveMusic_1080P-59b3,3.443
LiveMusic_1080P-6bbe,4.329
LiveMusic_1080P-6d1a,3.78
LiveMusic_1080P-6fe2,3.281
LiveMusic_1080P-77e8,3.346
LiveMusic_1080P-7948,3.838
LiveMusic_1080P-7ead,3.5589999999999997
LyricVideo_1080P-0075,2.8139999999999996
LyricVideo_1080P-0625,4.3
LyricVideo_1080P-16b6,4.381
LyricVideo_1080P-1b04,3.803
LyricVideo_1080P-1d75,4.2989999999999995
LyricVideo_1080P-2946,4.177
LyricVideo_1080P-3803,3.95
LyricVideo_1080P-41ee,4.071000000000001
LyricVideo_1080P-4b40,3.636
LyricVideo_1080P-5461,4.031000000000001
LyricVideo_1080P-584f,3.188
LyricVideo_1080P-63d4,4.221
LyricVideo_1080P-63d9,3.512
LyricVideo_1080P-725e,4.399
LyricVideo_1080P-756a,4.228
MusicVideo_1080P-04b6,4.288
MusicVideo_1080P-0706,4.084
MusicVideo_1080P-0860,3.963
MusicVideo_1080P-106d,3.259
MusicVideo_1080P-16e6,4.349
MusicVideo_1080P-18f5,3.8289999999999997
MusicVideo_1080P-1a53,3.577
MusicVideo_1080P-24f5,4.283
MusicVideo_1080P-2b2b,4.436
MusicVideo_1080P-2d1c,3.616
MusicVideo_1080P-34ff,3.658
MusicVideo_1080P-3a50,3.69
MusicVideo_1080P-453f,4.372
MusicVideo_1080P-4671,3.083
MusicVideo_1080P-5072,4.19
MusicVideo_1080P-55af,3.748
MusicVideo_1080P-6260,3.042
MusicVideo_1080P-65c6,4.066
MusicVideo_1080P-6c1d,4.323
MusicVideo_1080P-6c88,3.318
MusicVideo_1080P-6fb1,3.492
MusicVideo_1080P-7265,3.566
MusicVideo_1080P-7706,2.925
MusicVideo_1080P-7f2e,3.75
NewsClip_1080P-00c3,4.421
NewsClip_1080P-02fd,4.159
NewsClip_1080P-06df,4.489
NewsClip_1080P-0abf,3.672
NewsClip_1080P-1db0,4.141
NewsClip_1080P-22b3,3.812
NewsClip_1080P-27fb,4.002
NewsClip_1080P-2eb0,4.484
NewsClip_1080P-3427,4.382
NewsClip_1080P-3c7c,4.462
NewsClip_1080P-4241,3.936
NewsClip_1080P-48ae,3.887
NewsClip_1080P-5b53,4.45
NewsClip_1080P-5be1,4.065
NewsClip_1080P-632e,3.517
NewsClip_1080P-67dc,3.977
NewsClip_1080P-7816,3.855
Sports_1080P-0063,3.447
Sports_1080P-0640,3.524
Sports_1080P-08e1,4.224
Sports_1080P-0d0c,3.98
Sports_1080P-15d1,4.57
Sports_1080P-19d8,4.472
Sports_1080P-1ae3,3.352
Sports_1080P-1bf7,4.49
Sports_1080P-1d78,3.378
Sports_1080P-241e,4.411
Sports_1080P-2524,3.662
Sports_1080P-28a6,4.452
Sports_1080P-2a21,3.231
Sports_1080P-3a3b,3.669
Sports_1080P-3db7,4.021
Sports_1080P-3eb0,3.819
Sports_1080P-43e2,4.414
Sports_1080P-46ed,3.493
Sports_1080P-47e9,4.106
Sports_1080P-49c5,4.142
Sports_1080P-4e05,3.445
Sports_1080P-53a0,3.429
Sports_1080P-5d25,3.478
Sports_1080P-6571,3.652
Sports_1080P-6710,4.335
Sports_1080P-679d,4.366
Sports_1080P-7203,3.91
Sports_1080P-7584,3.755
Sports_1080P-76a2,4.054
Sports_1080P-7dba,3.718
TelevisionClip_1080P-0604,3.765
TelevisionClip_1080P-3758,4.313
TelevisionClip_1080P-39e3,4.607
TelevisionClip_1080P-3b9b,4.251
TelevisionClip_1080P-3d10,4.052
TelevisionClip_1080P-3d83,3.382
TelevisionClip_1080P-3e42,1.989
TelevisionClip_1080P-401e,4.227
TelevisionClip_1080P-4c24,4.334
TelevisionClip_1080P-525d,4.273
TelevisionClip_1080P-5278,4.099
TelevisionClip_1080P-5e68,4.604
TelevisionClip_1080P-6026,4.415
TelevisionClip_1080P-6282,4.199
TelevisionClip_1080P-63e6,4.228
TelevisionClip_1080P-68c6,4.561
VerticalVideo_1080P-04d4,4.15
VerticalVideo_1080P-1105,3.828
VerticalVideo_1080P-1ac1,3.979
VerticalVideo_1080P-1c86,1.848
VerticalVideo_1080P-2195,2.891
VerticalVideo_1080P-2f00,4.36
VerticalVideo_1080P-34ba,3.382
VerticalVideo_1080P-360f,4.189
VerticalVideo_1080P-3709,4.367
VerticalVideo_1080P-3a9b,4.432
VerticalVideo_1080P-3d96,4.452
VerticalVideo_1080P-4591,3.439
VerticalVideo_1080P-4925,4.496
VerticalVideo_1080P-4b92,4.119
VerticalVideo_1080P-4da5,4.257
VerticalVideo_1080P-6e19,2.84
VerticalVideo_1080P-73b6,4.034
VerticalVideo_1080P-766b,3.305
VerticalVideo_1080P-7c5c,3.78
VerticalVideo_1080P-7cf3,3.955
Vlog_1080P-010b,4.185
Vlog_1080P-1609,2.528
Vlog_1080P-18da,4.442
Vlog_1080P-19bb,3.076
Vlog_1080P-1a53,4.474
Vlog_1080P-1df9,4.134
Vlog_1080P-1e70,2.442
Vlog_1080P-1f0a,3.872
Vlog_1080P-21f5,3.327
Vlog_1080P-2394,4.641
Vlog_1080P-23cb,3.069
Vlog_1080P-25de,1.914
Vlog_1080P-26dc,3.685
Vlog_1080P-2cda,4.429
Vlog_1080P-34cb,2.428
Vlog_1080P-35cd,3.196
Vlog_1080P-3744,3.948
Vlog_1080P-45c9,2.888
Vlog_1080P-4ba9,3.908
Vlog_1080P-4f26,3.962
Vlog_1080P-52fe,3.838
Vlog_1080P-5904,4.365
Vlog_1080P-5f28,2.811
Vlog_1080P-62fc,4.255
Vlog_1080P-64b6,4.192
Vlog_1080P-6686,3.926
Vlog_1080P-687a,3.374
Vlog_1080P-7062,3.944
Vlog_1080P-7e8c,3.042
